>
-122.3930100   37.7029000
-122.3922000   37.7052100
-122.3927300   37.7062300
-122.3940000   37.7074300
-122.3914900   37.7096100
-122.3903900   37.7091500
-122.3897500   37.7096200
-122.3881200   37.7086700
-122.3860000   37.7099500
-122.3826300   37.7088800
-122.3778000   37.7084000
-122.3745200   37.7086200
-122.3745300   37.7090300
-122.3762200   37.7097800
-122.3778000   37.7086900
-122.3799700   37.7107400
-122.3759700   37.7161800
-122.3833100   37.7205200
-122.3828000   37.7218100
-122.3867500   37.7242900
-122.3865500   37.7245100
-122.3806100   37.7216600
-122.3790200   37.7237500
-122.3771300   37.7242700
-122.3741300   37.7190100
-122.3703500   37.7187400
-122.3695600   37.7179600
-122.3678200   37.7175700
-122.3664700   37.7168700
-122.3654800   37.7158900
-122.3646900   37.7164800
-122.3642800   37.7162900
-122.3640000   37.7166100
-122.3600400   37.7143400
-122.3599200   37.7144800
-122.3638300   37.7167400
-122.3626500   37.7180200
-122.3587100   37.7157500
-122.3585900   37.7158700
-122.3627400   37.7183300
-122.3626200   37.7184700
-122.3636700   37.7190600
-122.3627100   37.7200700
-122.3599700   37.7184800
-122.3598900   37.7186200
-122.3597600   37.7185600
-122.3591700   37.7191900
-122.3593100   37.7192600
-122.3592300   37.7193900
-122.3591400   37.7193400
-122.3591300   37.7193600
-122.3602500   37.7200200
-122.3638200   37.7221100
-122.3630400   37.7229800
-122.3602200   37.7213700
-122.3599700   37.7216300
-122.3627500   37.7232700
-122.3623600   37.7237100
-122.3652100   37.7253500
-122.3653100   37.7256000
-122.3651400   37.7257700
-122.3649200   37.7257400
-122.3614700   37.7237700
-122.3578000   37.7246200
-122.3579300   37.7249400
-122.3612400   37.7241700
-122.3616500   37.7252300
-122.3579400   37.7260800
-122.3576900   37.7262600
-122.3569500   37.7286800
-122.3571200   37.7288200
-122.3600000   37.7281300
-122.3603200   37.7281600
-122.3604000   37.7283000
-122.3600800   37.7284400
-122.3578700   37.7289600
-122.3580200   37.7292800
-122.3584500   37.7292700
-122.3618400   37.7284600
-122.3622900   37.7285500
-122.3620100   37.7288300
-122.3588900   37.7295500
-122.3590000   37.7297000
-122.3587900   37.7297700
-122.3598300   37.7303000
-122.3600300   37.7303600
-122.3607800   37.7301800
-122.3608400   37.7299800
-122.3610700   37.7300700
-122.3616100   37.7300700
-122.3618200   37.7300600
-122.3629800   37.7306900
-122.3628800   37.7308300
-122.3651500   37.7321100
-122.3656300   37.7316400
-122.3667900   37.7322600
-122.3674800   37.7319100
-122.3684000   37.7321100
-122.3686800   37.7319300
-122.3722400   37.7341700
-122.3741500   37.7326000
-122.3756300   37.7330800
-122.3749000   37.7350100
-122.3752400   37.7354400
-122.3758900   37.7354200
-122.3749400   37.7371900
-122.3720900   37.7371900
-122.3674100   37.7382400
-122.3728400   37.7382400
-122.3738700   37.7396100
-122.3675600   37.7400500
-122.3727100   37.7455300
-122.3739600   37.7449200
-122.3749900   37.7458600
-122.3747900   37.7465400
-122.3757800   37.7471600
-122.3795800   37.7469900
-122.3796900   37.7472500
-122.3806100   37.7472000
-122.3821200   37.7470900
-122.3826500   37.7471600
-122.3861000   37.7469900
-122.3862000   37.7480600
-122.3853000   37.7483000
-122.3849200   37.7482800
-122.3846600   37.7483600
-122.3846300   37.7482100
-122.3849100   37.7481800
-122.3849100   37.7481600
-122.3757700   37.7487000
-122.3760800   37.7522600
-122.3799500   37.7520100
-122.3800500   37.7528800
-122.3802900   37.7528800
