Boat,Date,Secs,LocalTime,Zone,Lat,Lon,Hdg,Heel,Pitch,COG,SOG,CourseWindDirection,CourseWindSpeed,yHdg,ySpeed,yTWS,yTWD,yAWS,yAWA,yTWA,ySOG,yCOG,yRudder
USA,25:09:2013,46832.200,13:00:32.200,-07,37.8276971,-122.4624699,279.9,-1.3,-0.3,294.5,4.62,265.9,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46832.400,13:00:32.400,-07,37.8276988,-122.4624749,279.6,-1.0,-0.2,292.8,4.62,265.8,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46832.600,13:00:32.600,-07,37.8277004,-122.4624799,279.5,-0.7,0.0,291.8,4.66,265.6,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46832.800,13:00:32.800,-07,37.8277019,-122.4624850,279.3,-0.4,0.1,290.7,4.70,265.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46833.000,13:00:33.000,-07,37.8277035,-122.4624901,279.2,-0.1,0.2,290.1,4.76,265.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46833.200,13:00:33.200,-07,37.8277051,-122.4624955,279.1,0.0,0.3,289.0,4.77,265.4,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46833.400,13:00:33.400,-07,37.8277065,-122.4625008,279.0,-0.1,0.3,289.3,4.85,265.3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46833.600,13:00:33.600,-07,37.8277080,-122.4625061,278.9,-0.2,0.3,289.6,4.90,265.2,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46833.800,13:00:33.800,-07,37.8277095,-122.4625116,278.8,-0.3,0.1,289.3,4.94,265.1,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46834.000,13:00:34.000,-07,37.8277110,-122.4625170,278.6,-0.6,0.0,289.4,4.95,265.1,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46834.200,13:00:34.200,-07,37.8277126,-122.4625225,278.4,-0.7,-0.1,288.7,4.86,265.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46834.400,13:00:34.400,-07,37.8277140,-122.4625278,278.2,-1.0,-0.1,288.1,4.80,265.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46834.600,13:00:34.600,-07,37.8277154,-122.4625331,277.9,-1.2,-0.1,287.6,4.73,264.9,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46834.800,13:00:34.800,-07,37.8277166,-122.4625384,277.7,-1.3,0.0,286.2,4.71,264.8,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46835.000,13:00:35.000,-07,37.8277178,-122.4625438,277.5,-1.5,0.0,285.3,4.78,264.8,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46835.200,13:00:35.200,-07,37.8277190,-122.4625492,277.3,-1.5,0.0,284.8,4.87,264.8,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46835.400,13:00:35.400,-07,37.8277201,-122.4625548,277.2,-1.4,-0.3,283.6,4.95,264.7,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46835.600,13:00:35.600,-07,37.8277212,-122.4625604,277.2,-1.2,-0.6,283.6,4.94,264.7,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46835.800,13:00:35.800,-07,37.8277223,-122.4625660,277.3,-0.9,-0.9,283.7,4.89,264.7,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46836.000,13:00:36.000,-07,37.8277233,-122.4625715,277.5,-0.6,-1.2,283.9,4.77,264.6,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46836.200,13:00:36.200,-07,37.8277245,-122.4625768,277.6,-0.4,-1.3,284.4,4.58,264.6,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46836.400,13:00:36.400,-07,37.8277255,-122.4625819,277.8,-0.3,-1.2,285.0,4.37,264.6,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46836.600,13:00:36.600,-07,37.8277265,-122.4625867,278.0,-0.2,-0.9,285.0,4.19,264.6,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46836.800,13:00:36.800,-07,37.8277275,-122.4625914,278.2,-0.2,-0.3,285.4,4.13,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46837.000,13:00:37.000,-07,37.8277285,-122.4625961,278.4,-0.2,0.2,285.1,4.15,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46837.200,13:00:37.200,-07,37.8277297,-122.4626008,278.5,-0.3,0.6,285.8,4.26,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46837.400,13:00:37.400,-07,37.8277308,-122.4626057,278.6,-0.5,0.8,286.1,4.47,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46837.600,13:00:37.600,-07,37.8277320,-122.4626108,278.6,-0.7,0.8,285.4,4.68,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46837.800,13:00:37.800,-07,37.8277331,-122.4626162,278.7,-0.9,0.5,285.0,4.79,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46838.000,13:00:38.000,-07,37.8277343,-122.4626216,278.7,-1.1,0.1,285.2,4.84,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46838.200,13:00:38.200,-07,37.8277355,-122.4626271,278.7,-1.2,-0.2,285.2,4.81,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46838.400,13:00:38.400,-07,37.8277367,-122.4626325,278.7,-1.3,-0.5,286.2,4.77,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46838.600,13:00:38.600,-07,37.8277380,-122.4626378,278.7,-1.3,-0.8,287.2,4.69,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46838.800,13:00:38.800,-07,37.8277393,-122.4626430,278.7,-1.2,-0.9,288.6,4.61,264.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46839.000,13:00:39.000,-07,37.8277406,-122.4626480,278.7,-1.1,-0.9,287.9,4.47,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46839.200,13:00:39.200,-07,37.8277419,-122.4626529,278.8,-0.9,-0.8,287.2,4.29,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46839.400,13:00:39.400,-07,37.8277430,-122.4626576,279.0,-0.8,-0.4,286.9,4.17,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46839.600,13:00:39.600,-07,37.8277442,-122.4626623,279.2,-0.7,0.1,286.6,4.16,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46839.800,13:00:39.800,-07,37.8277452,-122.4626670,279.4,-0.5,0.5,284.7,4.28,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46840.000,13:00:40.000,-07,37.8277461,-122.4626720,279.6,-0.4,0.7,281.3,4.48,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46840.200,13:00:40.200,-07,37.8277470,-122.4626773,280.0,-0.4,0.7,280.5,4.68,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46840.400,13:00:40.400,-07,37.8277477,-122.4626827,280.4,-0.5,0.5,280.5,4.78,264.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46840.600,13:00:40.600,-07,37.8277486,-122.4626883,280.8,-0.6,0.1,280.1,4.78,264.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46840.800,13:00:40.800,-07,37.8277493,-122.4626936,281.2,-0.7,-0.1,280.4,4.68,264.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46841.000,13:00:41.000,-07,37.8277501,-122.4626990,281.6,-0.8,-0.3,280.9,4.53,264.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46841.200,13:00:41.200,-07,37.8277509,-122.4627041,282.1,-0.9,-0.3,281.2,4.44,264.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46841.400,13:00:41.400,-07,37.8277517,-122.4627091,282.6,-1.0,-0.2,280.9,4.42,264.4,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46841.600,13:00:41.600,-07,37.8277525,-122.4627142,283.1,-1.0,0.0,280.8,4.48,264.4,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46841.800,13:00:41.800,-07,37.8277533,-122.4627194,283.6,-1.1,0.0,281.2,4.57,264.4,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46842.000,13:00:42.000,-07,37.8277543,-122.4627247,284.1,-1.1,0.0,283.3,4.64,264.3,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46842.200,13:00:42.200,-07,37.8277553,-122.4627299,284.6,-1.1,-0.1,284.3,4.63,264.3,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46842.400,13:00:42.400,-07,37.8277563,-122.4627352,285.1,-1.0,-0.1,285.3,4.61,264.3,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46842.600,13:00:42.600,-07,37.8277575,-122.4627404,285.6,-0.9,-0.1,286.3,4.63,264.3,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46842.800,13:00:42.800,-07,37.8277589,-122.4627455,286.1,-0.7,-0.1,289.1,4.67,264.3,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46843.000,13:00:43.000,-07,37.8277604,-122.4627507,286.6,-0.7,0.0,291.2,4.74,264.2,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46843.200,13:00:43.200,-07,37.8277620,-122.4627558,287.0,-0.6,0.0,293.0,4.82,264.2,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46843.400,13:00:43.400,-07,37.8277638,-122.4627610,287.4,-0.7,0.0,292.9,4.86,264.2,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46843.600,13:00:43.600,-07,37.8277656,-122.4627663,287.8,-0.8,-0.1,291.3,4.90,264.2,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46843.800,13:00:43.800,-07,37.8277672,-122.4627717,288.4,-1.1,-0.1,289.5,4.96,264.2,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46844.000,13:00:44.000,-07,37.8277687,-122.4627772,289.0,-1.4,-0.2,289.3,5.01,264.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46844.200,13:00:44.200,-07,37.8277703,-122.4627827,289.6,-1.7,-0.4,290.6,5.04,264.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46844.400,13:00:44.400,-07,37.8277720,-122.4627882,290.1,-1.9,-0.5,293.5,5.06,264.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46844.600,13:00:44.600,-07,37.8277739,-122.4627935,290.6,-2.0,-0.6,296.2,5.04,264.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46844.800,13:00:44.800,-07,37.8277761,-122.4627987,291.1,-2.0,-0.5,299.1,5.04,264.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46845.000,13:00:45.000,-07,37.8277785,-122.4628038,291.4,-2.0,-0.4,301.3,5.06,264.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46845.200,13:00:45.200,-07,37.8277811,-122.4628088,291.7,-1.8,-0.2,303.4,5.17,264.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46845.400,13:00:45.400,-07,37.8277838,-122.4628139,291.9,-1.5,0.0,306.5,5.39,264.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46845.600,13:00:45.600,-07,37.8277870,-122.4628189,291.9,-1.2,0.1,308.7,5.63,264.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46845.800,13:00:45.800,-07,37.8277903,-122.4628241,291.8,-0.9,0.0,308.7,5.78,264.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46846.000,13:00:46.000,-07,37.8277936,-122.4628295,291.7,-0.6,0.0,307.7,5.83,264.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46846.200,13:00:46.200,-07,37.8277970,-122.4628349,291.7,-0.4,0.0,307.0,5.83,264.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46846.400,13:00:46.400,-07,37.8278003,-122.4628403,291.6,-0.3,0.0,308.0,5.83,264.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46846.600,13:00:46.600,-07,37.8278036,-122.4628456,291.4,-0.2,0.1,310.1,5.92,263.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46846.800,13:00:46.800,-07,37.8278073,-122.4628509,291.0,-0.1,0.1,312.2,6.02,263.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46847.000,13:00:47.000,-07,37.8278111,-122.4628561,290.4,0.1,0.0,312.5,6.03,263.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46847.200,13:00:47.200,-07,37.8278149,-122.4628612,289.7,0.2,0.0,312.8,5.98,263.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46847.400,13:00:47.400,-07,37.8278187,-122.4628662,288.9,0.2,0.1,313.9,5.99,263.9,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46847.600,13:00:47.600,-07,37.8278226,-122.4628712,287.9,0.1,0.1,314.3,5.96,263.9,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46847.800,13:00:47.800,-07,37.8278263,-122.4628763,286.9,0.0,0.1,313.3,5.90,263.9,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46848.000,13:00:48.000,-07,37.8278300,-122.4628813,285.8,-0.2,0.1,312.0,5.77,263.9,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46848.200,13:00:48.200,-07,37.8278335,-122.4628862,284.7,-0.3,0.0,311.2,5.67,263.9,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46848.400,13:00:48.400,-07,37.8278371,-122.4628911,283.6,-0.3,-0.1,311.7,5.63,263.9,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46848.600,13:00:48.600,-07,37.8278405,-122.4628960,282.5,-0.3,-0.3,313.0,5.62,263.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46848.800,13:00:48.800,-07,37.8278442,-122.4629007,281.2,-0.2,-0.4,315.0,5.65,263.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46849.000,13:00:49.000,-07,37.8278479,-122.4629053,279.9,-0.1,-0.6,315.7,5.58,263.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46849.200,13:00:49.200,-07,37.8278516,-122.4629097,278.5,0.0,-0.7,315.7,5.39,263.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46849.400,13:00:49.400,-07,37.8278550,-122.4629140,277.1,0.1,-0.8,314.7,5.11,263.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46849.600,13:00:49.600,-07,37.8278583,-122.4629182,275.7,0.1,-0.7,314.6,4.89,264.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46849.800,13:00:49.800,-07,37.8278613,-122.4629221,274.3,0.0,-0.6,313.9,4.67,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46850.000,13:00:50.000,-07,37.8278642,-122.4629261,272.8,0.0,-0.4,312.7,4.47,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46850.200,13:00:50.200,-07,37.8278669,-122.4629297,271.4,0.0,-0.3,311.2,4.30,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46850.400,13:00:50.400,-07,37.8278694,-122.4629335,270.1,0.0,-0.1,310.0,4.18,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46850.600,13:00:50.600,-07,37.8278719,-122.4629373,268.8,0.2,0.0,308.9,4.14,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46850.800,13:00:50.800,-07,37.8278744,-122.4629410,267.4,0.5,0.1,309.1,4.13,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46851.000,13:00:51.000,-07,37.8278767,-122.4629447,266.0,0.7,0.1,307.7,4.02,264.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46851.200,13:00:51.200,-07,37.8278789,-122.4629483,264.7,0.9,0.2,306.6,3.93,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46851.400,13:00:51.400,-07,37.8278809,-122.4629520,263.3,0.9,0.2,303.5,3.78,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46851.600,13:00:51.600,-07,37.8278827,-122.4629557,262.1,0.8,0.2,300.8,3.65,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46851.800,13:00:51.800,-07,37.8278843,-122.4629594,260.9,0.6,0.3,299.0,3.54,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46852.000,13:00:52.000,-07,37.8278859,-122.4629630,259.6,0.5,0.2,298.1,3.51,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46852.200,13:00:52.200,-07,37.8278874,-122.4629665,258.4,0.3,0.2,296.7,3.49,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46852.400,13:00:52.400,-07,37.8278888,-122.4629702,257.2,0.3,0.1,295.2,3.47,264.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46852.600,13:00:52.600,-07,37.8278900,-122.4629738,256.1,0.3,0.0,292.6,3.38,264.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46852.800,13:00:52.800,-07,37.8278911,-122.4629775,254.9,0.4,-0.1,290.3,3.31,264.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46853.000,13:00:53.000,-07,37.8278921,-122.4629811,253.8,0.5,-0.1,287.1,3.17,264.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46853.200,13:00:53.200,-07,37.8278928,-122.4629846,252.7,0.5,-0.1,285.0,3.08,264.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46853.400,13:00:53.400,-07,37.8278935,-122.4629880,251.7,0.6,0.0,280.1,2.95,263.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46853.600,13:00:53.600,-07,37.8278939,-122.4629913,250.8,0.6,0.2,277.0,2.84,263.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46853.800,13:00:53.800,-07,37.8278941,-122.4629946,250.0,0.6,0.4,272.0,2.78,263.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46854.000,13:00:54.000,-07,37.8278941,-122.4629979,249.3,0.6,0.5,269.3,2.75,263.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46854.200,13:00:54.200,-07,37.8278939,-122.4630011,248.7,0.5,0.6,266.1,2.79,263.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46854.400,13:00:54.400,-07,37.8278937,-122.4630044,248.2,0.4,0.5,264.1,2.89,263.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46854.600,13:00:54.600,-07,37.8278933,-122.4630079,247.6,0.3,0.4,259.1,3.00,263.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46854.800,13:00:54.800,-07,37.8278926,-122.4630113,247.1,0.2,0.2,255.4,3.09,263.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46855.000,13:00:55.000,-07,37.8278919,-122.4630148,246.7,0.1,0.0,253.7,3.14,263.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46855.200,13:00:55.200,-07,37.8278909,-122.4630183,246.3,0.1,0.0,252.5,3.18,263.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46855.400,13:00:55.400,-07,37.8278900,-122.4630219,245.9,0.1,-0.1,251.0,3.20,263.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46855.600,13:00:55.600,-07,37.8278889,-122.4630254,245.5,0.1,0.0,248.8,3.21,263.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46855.800,13:00:55.800,-07,37.8278879,-122.4630289,245.1,0.2,0.2,248.4,3.25,263.7,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46856.000,13:00:56.000,-07,37.8278867,-122.4630324,244.7,0.3,0.5,245.8,3.35,263.7,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46856.200,13:00:56.200,-07,37.8278854,-122.4630360,244.4,0.4,0.8,244.1,3.48,263.7,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46856.400,13:00:56.400,-07,37.8278840,-122.4630400,244.2,0.5,1.0,245.6,3.77,263.7,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46856.600,13:00:56.600,-07,37.8278825,-122.4630441,243.9,0.5,1.0,246.4,4.06,263.7,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46856.800,13:00:56.800,-07,37.8278810,-122.4630487,243.6,0.6,0.8,248.4,4.38,263.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46857.000,13:00:57.000,-07,37.8278795,-122.4630535,243.2,0.6,0.4,249.9,4.61,263.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46857.200,13:00:57.200,-07,37.8278781,-122.4630587,242.7,0.6,-0.1,249.6,4.79,263.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46857.400,13:00:57.400,-07,37.8278765,-122.4630640,242.1,0.6,-0.5,249.2,4.77,263.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,25:09:2013,46857.600,13:00:57.600,-07,37.8278750,-122.4630691,241.5,0.6,-0.9,247.7,4.69,263.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
